,red_card_continent,age,nation,league,team,goals_selection,selections_nation,position,price,goal_champ,assist_champ,own_goal_champ,yellow_card_champ,second_yellow_card_champ,red_card_champ,goal_cup,assist_cup,own_goal_cup,yellow_card_cup,second_yellow_card_cup,red_card_cup,goal_continent,assist_continent,own_goal_continent,yellow_card_continent,second_yellow_card_continent
12649,0.0,24,Japan,J1League,VisselKobe,0,0,LeftWinger,750000.0,22.0,17.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,19,England,PremierLeague,Wolves,0,7,CentralMidfield,3000000.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12322,0.0,25,Brazil,SuperLeague,GZEvergrande,0,0,AttackingMidfield,25000000.0,59.0,21.0,0.0,27.0,1.0,0.0,8.0,3.0,0.0,7.0,0.0,0.0,10.0,4.0,0.0,2.0,0.0
7871,0.0,33,Uruguay,PrimeraDivisión,Peñarol,11,110,CentralMidfield,500000.0,47.0,26.0,0.0,34.0,2.0,1.0,10.0,12.0,0.0,11.0,0.0,1.0,7.0,8.0,0.0,7.0,1.0
12693,0.0,22,Japan,J1League,NagoyaGrampus,0,0,AttackingMidfield,500000.0,11.0,8.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12080,0.0,37,China,SuperLeague,SZFC,1,8,DefensiveMidfield,25000.0,34.0,28.0,0.0,36.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
12006,0.0,27,Colombia,UAEGulfLeague,BaniyasSC,1,13,AttackingMidfield,750000.0,8.0,9.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,2.0,35,Chile,PremierLeague,ManCity,0,119,Goalkeeper,2500000.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,16.0
4181,0.0,22,Belgium,Eredivisie,NACBreda,0,1,DefensiveMidfield,250000.0,4.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9137,0.0,18,Argentina,PrimeraDivisión,VélezSarsfield,0,0,RightWinger,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11249,0.0,32,Iran,PersianGulfProLeague,NaftM.I.SF.C.,0,0,AttackingMidfield,400000.0,15.0,15.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7300,0.0,26,Argentina,PrimeraBNacional,GuillermoBrown,0,0,RightMidfield,350000.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4876,0.0,23,Cyprus,FirstDivision,AELLimassol,0,17,RightWinger,400000.0,26.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12299,0.0,30,Argentina,SuperLeague,DLYifang,2,19,LeftWinger,8500000.0,41.0,73.0,0.0,27.0,0.0,0.0,11.0,18.0,0.0,10.0,0.0,0.0,8.0,22.0,0.0,11.0,2.0
11927,0.0,23,Thailand,ThaiLeague,BangkokUtd.,0,2,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
10371,0.0,25,China,LeagueOne,YBFunde,0,0,DefensiveMidfield,50000.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10185,0.0,29,"Korea,South",J2League,AlbirexNiigata,1,13,LeftWinger,700000.0,36.0,23.0,0.0,21.0,0.0,0.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2911,0.0,25,France,SuperLeague,APOLevadiakos,0,0,Goalkeeper,500000.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1673,0.0,18,Poland,Ekstraklasa,GórnikZabrze,0,5,Midfielder,50000.0,15.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,0.0,22,France,Ligue1,SMCaen,0,0,CentralMidfield,600000.0,2.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4087,0.0,22,Brazil,LigaNOS,RioAveFC,0,0,RightMidfield,800000.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,32,England,PremierLeague,Bournemouth,1,4,CentralMidfield,2500000.0,36.0,37.0,0.0,33.0,1.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9708,0.0,31,France,A0League,BrisbaneRoar,0,0,LeftWinger,1500000.0,36.0,34.0,0.0,56.0,1.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6277,0.0,30,Morocco,BotolaPro,RajaCasablanca,0,4,Goalkeeper,1200000.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7214,0.0,33,Mexico,AscensoMXClausura,FCJuárez,0,0,RightWinger,500000.0,14.0,21.0,0.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,7.0,0.0
6494,0.0,23,Mali,LigueProfessionnelle1,MOBéjaïa,0,0,LeftWinger,225000.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11930,0.0,29,Thailand,ThaiLeague,BangkokUtd.,0,0,Goalkeeper,75000.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
5645,0.0,30,"Korea,South",KLeague2,AsanMugunghwa,1,12,AttackingMidfield,250000.0,25.0,14.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7165,0.0,30,Argentina,PrimeraBNacional,Ferro,0,0,LeftMidfield,50000.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,0.0,30,Ukraine,PremierLiga,Chornomorets,0,0,RightMidfield,300000.0,34.0,10.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9843,0.0,30,Australia,A0League,Melbourne,5,37,AttackingMidfield,900000.0,49.0,34.0,0.0,43.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
9222,18.0,32,Argentina,PrimeraDivisión,RiverPlate,0,3,Goalkeeper,7500000.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,34.0
9294,1.0,29,Brazil,SérieA,VascodaGama,0,0,RightMidfield,900000.0,8.0,5.0,0.0,26.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
11674,0.0,28,Thailand,ThaiLeague,TratFC,0,1,Goalkeeper,25000.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
3864,9.0,30,Brazil,LigaNOS,FCPorto,0,0,Goalkeeper,500000.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,24.0
1720,0.0,28,Sweden,Allsvenskan,ÖrebroSK,0,1,Goalkeeper,500000.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
6182,0.0,23,Morocco,BotolaPro,FARRabat,0,0,AttackingMidfield,350000.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,0.0,29,Sweden,Ligue1,Guingamp,0,7,Goalkeeper,2500000.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
10588,0.0,25,Fiji,PremierLeague,RewaFA,0,0,Midfielder,50000.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,0.0,29,Croatia,1.HNL,NKOsijek,0,1,Goalkeeper,150000.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2534,0.0,25,Serbia,SuperLiga,RedStar,0,0,LeftWinger,600000.0,35.0,20.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7820,0.0,20,Uruguay,PrimeraDivisión,RiverPlate,2,7,AttackingMidfield,200000.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3490,1.0,24,Greece,SuperLeague,AEKAthens,0,7,Goalkeeper,1750000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,14.0
153,0.0,22,UnitedStates,PremierLeague,Bournemouth,0,2,CentralMidfield,1000000.0,6.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5531,0.0,24,Japan,J2League,TochigiSC,0,0,Goalkeeper,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10730,0.0,26,India,I0League,EastBengalFC,0,18,LeftMidfield,125000.0,3.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10385,0.0,28,China,LeagueOne,QDHuanghai,0,0,AttackingMidfield,25000.0,5.0,5.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12035,0.0,21,UnitedArabEmirates,UAEGulfLeague,Al0Wasl,0,0,Midfielder,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,0.0,22,France,Bundesliga,BayernMunich,1,15,LeftWinger,50000000.0,12.0,15.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,1.0,0.0
3891,0.0,24,Netherlands,Eredivisie,DeGraafschap,0,0,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,0.0,24,Romania,Liga1,CSUCraiova,0,3,CentralMidfield,150000.0,7.0,3.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538,0.0,21,Poland,Ekstraklasa,ZaglebieLubin,1,6,CentralMidfield,750000.0,5.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5147,0.0,23,Algeria,LigueProfessionnelle1,CABBArreridj,0,0,RightWinger,175000.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10063,0.0,34,Japan,J2League,TochigiSC,0,0,RightWinger,25000.0,50.0,28.0,1.0,14.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,0.0,28,France,Ligue1,Montpellier,0,4,DefensiveMidfield,4000000.0,32.0,18.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
11126,0.0,26,NewZealand,NewZealandPremiership,EasternSub.,0,3,LeftMidfield,175000.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5514,0.0,36,"Korea,North",J2League,MachidaZelvia,1,7,CentralMidfield,100000.0,15.0,14.0,0.0,50.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5162,0.0,26,Mali,LigueProfessionnelle1,CRBelouizdad,0,4,DefensiveMidfield,225000.0,1.0,0.0,0.0,23.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9522,0.0,26,Australia,A0League,WesternSydney,0,0,DefensiveMidfield,300000.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10247,0.0,22,Japan,J2League,Reno.Yamaguchi,0,2,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11867,0.0,28,"Korea,South",KLeague1,SuwonBluewings,0,2,LeftMidfield,450000.0,6.0,25.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
8332,0.0,30,Paraguay,LigaMXClausura,Monterrey,0,12,DefensiveMidfield,3000000.0,7.0,4.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11151,0.0,33,"Korea,South",HongKongPL,LeeMan,0,15,CentralMidfield,125000.0,8.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9377,34.0,38,Brazil,SérieA,Cruzeiro,0,0,Goalkeeper,1000000.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,64.0
4847,0.0,25,Portugal,ParvaLiga,PFCBeroeStaraZagora,0,0,RightWinger,650000.0,18.0,18.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12640,0.0,28,Argentina,J1League,CerezoOsaka,0,0,DefensiveMidfield,900000.0,2.0,2.0,0.0,30.0,3.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0
5053,0.0,20,SouthAfrica,ABSAPremiership,CapeTownCity,0,0,LeftWinger,250000.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6250,0.0,24,SouthAfrica,ABSAPremiership,BarokaFC,0,0,CentralMidfield,550000.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8596,0.0,19,Canada,MLS,MontrealImpact,0,0,CentralMidfield,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9307,0.0,21,Brazil,SérieA,ECBahia,0,0,AttackingMidfield,400000.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,23,Germany,PremierLeague,CrystalPalace,1,4,AttackingMidfield,18000000.0,61.0,49.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0
4556,23.0,26,Germany,LaLiga,FCBarcelona,0,21,Goalkeeper,80000000.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,52.0
8270,0.0,19,Mexico,LigaMXClausura,ClubTijuana,0,0,Midfielder,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11104,0.0,26,NewZealand,NewZealandPremiership,Hawke’sBay,0,1,DefensiveMidfield,200000.0,2.0,7.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6432,0.0,28,SouthAfrica,ABSAPremiership,Sundowns,4,42,DefensiveMidfield,1300000.0,13.0,12.0,0.0,43.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6895,0.0,33,CostaRica,PrimeraDiv.Clausura,Herediano,0,14,DefensiveMidfield,225000.0,40.0,15.0,0.0,95.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0
10982,0.0,28,Indonesia,Liga1,BaritoPutera,0,0,Forward,50000.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,0.0,23,Sweden,Allsvenskan,Östersund,0,1,RightMidfield,1000000.0,27.0,28.0,0.0,38.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
9653,0.0,26,Iran,AzadeganLeague,ShahinBushehr,0,0,CentralMidfield,175000.0,10.0,7.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3685,0.0,22,Russia,PremierLiga,Rostov,0,1,DefensiveMidfield,500000.0,6.0,4.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6488,0.0,29,Algeria,LigueProfessionnelle1,OMédéa,0,0,DefensiveMidfield,250000.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5715,0.0,28,Iran,AzadeganLeague,QashqaiShiraz,0,0,RightWinger,150000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6333,0.0,27,SouthAfrica,ABSAPremiership,MaritzburgUtd.,0,1,DefensiveMidfield,125000.0,4.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,0.0,33,Poland,Ekstraklasa,ZaglebieLubin,0,0,Goalkeeper,150000.0,0.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.0,22,SouthAfrica,ABSAPremiership,BarokaFC,0,0,AttackingMidfield,175000.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,22,Israel,Ligatha'Al,HapoelTelAviv,0,0,Midfielder,150000.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10057,0.0,27,Brazil,BangladeshPL,Bashund.Kings,0,0,LeftWinger,300000.0,15.0,6.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,0.0,20,CzechRepublic,FortunaLiga,Bohemians1905,0,1,RightMidfield,250000.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7268,0.0,27,Argentina,PrimeraBNacional,BrownAdrogue,0,0,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,0.0,23,Serbia,SuperLiga,RedStar,0,0,LeftWinger,1750000.0,18.0,11.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5555,0.0,23,Japan,J2League,KashiwaReysol,0,1,DefensiveMidfield,700000.0,8.0,5.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7355,0.0,24,Argentina,PrimeraBNacional,CDMorón,0,5,Goalkeeper,75000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6130,0.0,21,Morocco,BotolaPro,CRAlHoceima,0,0,Goalkeeper,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6234,0.0,25,SouthAfrica,ABSAPremiership,BlackLeopards,0,0,Goalkeeper,250000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5286,0.0,27,Egypt,PremierLeague,Gaish,0,0,LeftWinger,250000.0,8.0,9.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5795,0.0,29,Egypt,PremierLeague,ElGouna,0,0,LeftWinger,250000.0,13.0,7.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12199,0.0,29,China,SuperLeague,HNJianye,0,0,DefensiveMidfield,125000.0,3.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8606,0.0,19,Peru,MLS,Quakes,0,0,LeftWinger,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12193,3.0,38,China,SuperLeague,TJTianhai,0,4,Goalkeeper,50000.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0
6049,0.0,25,Tunisia,LigueIPro,CSHammam0Lif,0,0,Forward,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4820,0.0,23,Italy,SerieA,ASRoma,0,6,CentralMidfield,25000000.0,22.0,9.0,0.0,19.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0
5828,0.0,24,Egypt,PremierLeague,NogoomFC,0,0,DefensiveMidfield,100000.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3175,0.0,24,Belgium,JupilerProLeague,KAAGent,0,1,DefensiveMidfield,4000000.0,7.0,3.0,0.0,34.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5045,0.0,22,SouthAfrica,ABSAPremiership,SuperSportUtd.,1,3,CentralMidfield,750000.0,4.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7194,0.0,23,Mexico,AscensoMXClausura,SanLuis,0,0,Goalkeeper,200000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3147,1.0,25,Belgium,JupilerProLeague,ClubBrugge,0,2,Goalkeeper,450000.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0
11060,0.0,33,India,IndianSuperLeague,ChennaiyinFC,0,20,Goalkeeper,100000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11508,0.0,38,Qatar,StarsLeague,AlRayyan,2,19,AttackingMidfield,1000000.0,91.0,46.0,1.0,29.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,12.0,13.0,1.0,7.0,1.0
10022,0.0,33,Japan,J2League,MitoHollyHock,0,0,Goalkeeper,150000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
10243,0.0,34,Japan,J2League,Reno.Yamaguchi,0,0,DefensiveMidfield,200000.0,3.0,7.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9042,0.0,20,Argentina,PrimeraDivisión,Colón,0,0,LeftWinger,3500000.0,5.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6774,0.0,23,Ghana,USL1,RichmondKicker,0,0,AttackingMidfield,75000.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3832,0.0,25,Netherlands,Eredivisie,FCEmmen,0,2,RightWinger,450000.0,52.0,23.0,1.0,7.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7592,0.0,36,UnitedStates,USLC,NashvilleSC,0,0,Goalkeeper,100000.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0
9712,0.0,25,Iran,AzadeganLeague,Sorkhpooshan,2,12,RightWinger,300000.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
868,0.0,25,France,Ligue1,SCOAngers,0,0,LeftWinger,8000000.0,17.0,23.0,0.0,9.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8153,0.0,25,UnitedStates,LigaMXClausura,QuerétaroFC,3,10,AttackingMidfield,400000.0,12.0,8.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9566,0.0,26,"Korea,South",KLeague2,AnsanGreeners,0,0,RightWinger,125000.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8216,2.0,46,Mexico,LigaMXClausura,CFPachuca,0,57,Goalkeeper,200000.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
12128,0.0,23,Japan,J1League,MatsumotoYama.,0,0,DefensiveMidfield,50000.0,4.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,0.0,29,Sweden,Allsvenskan,IFKGöteborg,0,0,Goalkeeper,400000.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
